Representative Name,Product,State,Sale Amount,Quarter
Myrtle Hodges,snake,Texas,809.70,Q3
Sophia Stephens,401k,New York,621.24,Q3
Emily Gardner,homeopathic remedy,New York,7188.54,Q3
Warren Warren,watermelon,Florida,7127.36,Q3
Bruce Berry,homeopathic remedy,Florida,192.06,Q3
Myrtle Hodges,homeopathic remedy,New York,3242.30,Q3
Gilbert Horton,snake,Massachusetts,614.79,Q3
Lula Thompson,watermelon,New York,665.34,Q3
Josephine Bowen,homeopathic remedy,California,4037.14,Q3
Isabella Santiago,watermelon,Florida,1273.97,Q3
Georgie West,401k,Florida,6224.07,Q3
Birdie Carter,homeopathic remedy,New York,4254.34,Q3
Jeanette Robertson,401k,New York,349.79,Q3
Emma Holmes,homeopathic remedy,Texas,39.93,Q3
Helen Kelly,homeopathic remedy,California,2536.40,Q3
Stephen Baker,401k,Florida,5139.95,Q3
Virgie Walton,beanie baby,Texas,4787.07,Q3
Alice McGuire,beanie baby,New York,376.45,Q3
Chris Atkins,snake,Texas,8325.84,Q3
Virgie Walton,401k,New York,3072.79,Q3
Charlie West,beanie baby,Massachusetts,2026.32,Q3
Gary Griffith,401k,California,152.76,Q3
Isabella Santiago,homeopathic remedy,California,2398.62,Q3
Gary Griffith,beanie baby,New York,8100.82,Q3
Nettie Copeland,snake,New York,533.98,Q3
Douglas Edwards,beanie baby,Massachusetts,9316.18,Q3
Shane Estrada,beanie baby,Massachusetts,2584.00,Q3
Jeff Jennings,beanie baby,Massachusetts,8257.82,Q3
Richard Logan,beanie baby,California,3579.45,Q3
Curtis Cannon,homeopathic remedy,New York,14.70,Q3
Nelle Alexander,snake,California,8175.57,Q3
Theresa Frazier,401k,Massachusetts,3855.81,Q3
Maude Hoffman,401k,Florida,64.24,Q3
Emily Gardner,beanie baby,Texas,2093.98,Q3
Troy Ballard,watermelon,California,9634.53,Q3
Sophia Stephens,snake,Florida,2612.77,Q3
Charlie West,homeopathic remedy,Massachusetts,7050.27,Q3
Gilbert Horton,beanie baby,New York,12.55,Q3
Winnie Norman,snake,Florida,2921.88,Q3
Mary Townsend,watermelon,Texas,7507.62,Q3
Nora Brooks,homeopathic remedy,New York,1596.49,Q3
Kenneth Hamilton,beanie baby,Florida,590.86,Q3
Cordelia Washington,watermelon,California,554.96,Q3
Roxie McCormick,snake,California,9387.03,Q3
Cody Duncan,snake,California,6.07,Q3
Eva Carter,401k,California,706.44,Q3
Stephen Baker,401k,Texas,3990.71,Q3
Stephen Baker,beanie baby,Massachusetts,5148.99,Q3
Jason Park,401k,Texas,285.99,Q3
Roxie McCormick,beanie baby,Florida,1984.35,Q3
Estella Dawson,watermelon,Massachusetts,9407.14,Q3
Elmer McLaughlin,beanie baby,Florida,276.13,Q3
Ivan Moore,401k,Texas,138.57,Q3
Ina Evans,watermelon,Florida,1.04,Q3
Jason Park,401k,Texas,1470.43,Q3
Jeff Jennings,watermelon,Florida,4269.11,Q3
Nora Brooks,homeopathic remedy,Texas,884.40,Q3
Winnie Norman,401k,New York,6282.32,Q3
Lelia Graves,401k,Florida,7172.82,Q3
Ivan Moore,snake,California,1555.20,Q3
Alejandro Castro,401k,Florida,9874.86,Q3
Birdie Carter,snake,Massachusetts,1514.61,Q3
Isabelle Mills,beanie baby,Massachusetts,1092.05,Q3
Gilbert Horton,beanie baby,New York,1973.81,Q3
Mary Townsend,401k,Massachusetts,2184.13,Q3
Emma Holmes,401k,Texas,7261.51,Q3
Georgie West,401k,Texas,1672.68,Q3
Hulda Munoz,homeopathic remedy,Massachusetts,1226.51,Q3
May Webster,401k,Massachusetts,9216.94,Q3
Billy Lucas,watermelon,Massachusetts,9226.28,Q3
Jesus Hampton,watermelon,Texas,6517.10,Q3
Edgar Wilkins,homeopathic remedy,Florida,1776.10,Q3
Elmer McLaughlin,homeopathic remedy,New York,1507.66,Q3
Mamie Roy,homeopathic remedy,Florida,736.42,Q3
Emma Holmes,watermelon,Florida,3184.28,Q3
Jose Harmon,beanie baby,Florida,4038.28,Q3
Nelle Alexander,watermelon,California,378.08,Q3
Eleanor Ford,snake,Florida,2754.12,Q3
Jeremiah Norton,beanie baby,Texas,4973.97,Q3
Lelia Bowen,watermelon,Texas,1965.45,Q3
Billy Lucas,401k,New York,921.44,Q3
Nannie Clarke,homeopathic remedy,Florida,5026.58,Q3
Ida Hale,homeopathic remedy,New York,1112.26,Q3
Birdie Simmons,homeopathic remedy,Florida,8430.21,Q3
Nannie Clarke,beanie baby,Massachusetts,0.38,Q3
Gilbert Horton,401k,Texas,1328.41,Q3
Virgie Walton,homeopathic remedy,New York,9619.81,Q3
Isabelle Mills,401k,Texas,3031.53,Q3
Theresa Frazier,401k,Massachusetts,4565.92,Q3
Manuel Boyd,beanie baby,Massachusetts,3190.51,Q3
Richard Luna,401k,California,7691.56,Q3
Edgar Wilkins,401k,California,4556.34,Q3
Curtis Cannon,401k,Florida,3624.00,Q3
Jason Park,beanie baby,Massachusetts,105.03,Q3
Nora Brooks,homeopathic remedy,Texas,2551.13,Q3
Shawn Martin,watermelon,Florida,6177.79,Q3
Jose Harmon,homeopathic remedy,Florida,6526.48,Q3
Genevieve Thornton,homeopathic remedy,California,6445.23,Q3
Shawn Martin,401k,Florida,5177.33,Q3
Abbie Jenkins,watermelon,Texas,3115.69,Q3
Lelia Graves,watermelon,Massachusetts,2585.89,Q3
Charlie West,beanie baby,Massachusetts,928.42,Q3
Addie Sutton,401k,California,3824.41,Q3
Iva Holmes,beanie baby,Massachusetts,3870.90,Q3
Billy Lucas,beanie baby,Texas,405.07,Q3
Alice McGuire,watermelon,Florida,514.18,Q3
Jeff Jennings,watermelon,New York,8440.87,Q3
Addie Sutton,watermelon,New York,764.27,Q3
Jose Harmon,401k,Texas,14.60,Q3
Virgie Walton,401k,Massachusetts,8921.01,Q3
Theresa Frazier,beanie baby,Texas,8707.65,Q3
Jeanette Robertson,401k,Massachusetts,1724.11,Q3
Gertrude Harrington,401k,New York,2890.30,Q3
May Webster,snake,Florida,38.76,Q3
Estelle Zimmerman,homeopathic remedy,New York,5608.14,Q3
Alice McGuire,watermelon,New York,594.77,Q3
Nora Brooks,beanie baby,New York,543.79,Q3
Alice McGuire,homeopathic remedy,Florida,321.98,Q3
Theresa Frazier,beanie baby,New York,1358.61,Q3
Cody Duncan,watermelon,New York,2849.21,Q3
Laura Morrison,401k,Florida,1839.24,Q3
Virgie Walton,watermelon,California,665.99,Q3
Isabelle Mills,watermelon,Texas,6877.93,Q3
Birdie Simmons,homeopathic remedy,Florida,689.26,Q3
Jeanette Robertson,401k,California,397.94,Q3
Antonio Walton,homeopathic remedy,Florida,879.49,Q3
Maude Hoffman,homeopathic remedy,New York,792.17,Q3
Kenneth Hamilton,homeopathic remedy,Massachusetts,3966.15,Q3
Sarah Massey,homeopathic remedy,New York,428.26,Q3
Sophia Stephens,watermelon,Massachusetts,8464.44,Q3
Stephen Baker,401k,New York,356.31,Q3
Henrietta Wood,snake,Massachusetts,258.56,Q3
Jeremiah Norton,watermelon,California,279.22,Q3
Emily Gardner,401k,California,1464.31,Q3
Henrietta Wood,snake,California,2183.16,Q3
Lola Wade,watermelon,Texas,5366.71,Q3
Gilbert Horton,homeopathic remedy,Florida,9715.54,Q3
Myrtle Hodges,beanie baby,Texas,4173.52,Q3
Troy Ballard,homeopathic remedy,Massachusetts,6351.98,Q3
Sarah Massey,watermelon,New York,634.59,Q3
Birdie Simmons,beanie baby,New York,254.90,Q3
Ricky Burgess,watermelon,California,1074.46,Q3
Josephine Bowen,watermelon,Massachusetts,9973.07,Q3
Estella Dawson,401k,New York,4211.30,Q3
Josephine Bowen,beanie baby,New York,3260.02,Q3
Lula Thompson,snake,Florida,8008.84,Q3
Johnny Wagner,beanie baby,Texas,1916.82,Q3
Chris Atkins,401k,Florida,2595.02,Q3
Roxie McCormick,snake,California,210.42,Q3
Sally Tucker,watermelon,New York,393.08,Q3
Jason Park,401k,New York,5758.00,Q3
Richard Luna,beanie baby,Florida,358.21,Q3
Jeff Jennings,beanie baby,Texas,2922.04,Q3
Tom Massey,snake,Massachusetts,458.28,Q3
Charlie West,401k,Texas,411.87,Q3
Eleanor Ford,snake,Texas,5331.98,Q3
Mae Summers,snake,Massachusetts,48.32,Q3
Birdie Simmons,401k,Florida,9.12,Q3
Winnie Norman,watermelon,California,7724.03,Q3
Luis Gilbert,snake,Texas,3740.52,Q3
Amelia Pope,snake,California,1247.43,Q3
Bruce Berry,homeopathic remedy,Florida,1153.89,Q3
Lola Wade,homeopathic remedy,New York,6711.20,Q3
Estelle Zimmerman,homeopathic remedy,Texas,7415.30,Q3
Annie Perkins,401k,Texas,7209.27,Q3
Josephine Bowen,watermelon,Florida,5538.57,Q3
Maude Hoffman,watermelon,Massachusetts,7413.79,Q3
Maude Hoffman,snake,Texas,274.54,Q3
Lula Thompson,homeopathic remedy,Texas,2011.52,Q3
Ian Miller,401k,Texas,13.10,Q3
Estella Dawson,snake,Texas,6835.68,Q3
Jesus Hampton,homeopathic remedy,California,136.19,Q3
Ivan Moore,401k,Texas,100.71,Q3
Jeremiah Norton,beanie baby,New York,1385.46,Q3
Jesus Hampton,watermelon,California,3176.04,Q3
Nannie Clarke,snake,Massachusetts,5884.32,Q3
Sophia Wilson,401k,Florida,9.61,Q3
Eleanor Patrick,beanie baby,Florida,1740.12,Q3
Annie Perkins,watermelon,Massachusetts,1326.22,Q3
Nettie Copeland,watermelon,California,3257.28,Q3
James Green,homeopathic remedy,Florida,2461.91,Q3
Caroline Berry,homeopathic remedy,Texas,9494.95,Q3
Gary Griffith,snake,Florida,4710.40,Q3
Billy Lucas,beanie baby,Florida,3718.86,Q3
Curtis Cannon,homeopathic remedy,California,6156.80,Q3
Mae Summers,watermelon,Florida,1310.44,Q3
Manuel Boyd,homeopathic remedy,California,3702.27,Q3
Johnny Wagner,snake,Massachusetts,1278.91,Q3
Annie Perkins,homeopathic remedy,Massachusetts,3683.02,Q3
Curtis Cannon,snake,Massachusetts,8166.24,Q3
Abbie Jenkins,homeopathic remedy,Florida,142.81,Q3
Mark Parks,homeopathic remedy,Massachusetts,3771.35,Q3
Eva Carter,snake,California,605.99,Q3
Sophia Stephens,401k,Massachusetts,8584.64,Q3
Lelia Bowen,homeopathic remedy,California,915.44,Q3
Mamie Roy,snake,Florida,7391.51,Q3
James Green,401k,California,4175.90,Q3
Gary Griffith,beanie baby,Florida,2696.99,Q3
Gary Griffith,beanie baby,Texas,2028.31,Q3
Myrtle Hodges,homeopathic remedy,Florida,1337.16,Q3
Bruce Berry,homeopathic remedy,Massachusetts,5671.94,Q3
Winnie Norman,homeopathic remedy,Florida,632.00,Q3
Myrtle Hodges,snake,New York,606.48,Q3
Lola Wade,watermelon,Florida,227.14,Q3
Helen Kelly,snake,California,321.33,Q3
Gary Griffith,snake,Massachusetts,3562.37,Q3
Eleanor Patrick,beanie baby,Massachusetts,112.09,Q3
Troy Ballard,snake,New York,5387.87,Q3
Estelle Zimmerman,beanie baby,Florida,1992.51,Q3
Nelle Alexander,beanie baby,California,6504.19,Q3
Amelia Pope,homeopathic remedy,California,5094.96,Q3
Johnny Wagner,beanie baby,Massachusetts,8045.25,Q3
Lela Harvey,watermelon,Florida,712.93,Q3
Nora Gray,homeopathic remedy,Texas,1694.83,Q3
Ida Ellis,watermelon,Massachusetts,2999.60,Q3
Addie Sutton,snake,New York,240.61,Q3
Lula Thompson,watermelon,Massachusetts,6790.73,Q3
Shawn Martin,beanie baby,New York,3191.74,Q3
Lelia Bowen,snake,Massachusetts,6128.21,Q3
Helen Kelly,beanie baby,Massachusetts,451.45,Q3
Lelia Graves,watermelon,Florida,1700.06,Q3
Virgie Walton,beanie baby,Florida,3586.82,Q3
Lottie Graham,homeopathic remedy,New York,3726.48,Q3
Hulda Munoz,401k,Massachusetts,100.43,Q3
Ivan Moore,401k,New York,193.41,Q3
Richard Luna,401k,Florida,17.63,Q3
Viola Watson,watermelon,Massachusetts,3229.77,Q3
Birdie Carter,watermelon,Florida,7591.79,Q3
Nora Gray,401k,Massachusetts,1899.71,Q3
Jeff Jennings,beanie baby,New York,3990.33,Q3
Isabelle Mills,snake,Texas,3996.50,Q3
Cody Duncan,snake,New York,4702.89,Q3
Josephine Bowen,watermelon,California,1441.34,Q3
Manuel Boyd,homeopathic remedy,Florida,6843.61,Q3
Ian Miller,beanie baby,Texas,7301.38,Q3
Caroline Berry,watermelon,Massachusetts,26.80,Q3
Bruce Berry,401k,Texas,7616.60,Q3
Caroline Berry,snake,Florida,7311.06,Q3
Ida Ellis,beanie baby,Texas,8878.73,Q3
Sally Tucker,homeopathic remedy,Massachusetts,3806.59,Q3
Sarah Massey,snake,Florida,9401.87,Q3
Gilbert Horton,watermelon,Texas,51.27,Q3
Theresa Frazier,homeopathic remedy,Florida,2339.39,Q3
Manuel Boyd,homeopathic remedy,Texas,8287.25,Q3
Winnie Norman,snake,Massachusetts,382.02,Q3
Jeremiah Norton,401k,California,863.33,Q3
Theresa Frazier,beanie baby,New York,9817.94,Q3
Curtis Cannon,snake,Texas,8031.59,Q3
Hulda Munoz,snake,New York,2775.60,Q3
Mae Summers,homeopathic remedy,New York,1265.65,Q3
Tom Massey,snake,Florida,529.59,Q3
Nannie Clarke,watermelon,Texas,126.07,Q3
Ina Evans,401k,Massachusetts,6130.13,Q3
Caroline Berry,watermelon,California,1147.36,Q3
Lela Harvey,401k,Texas,7502.39,Q3
Warren Warren,beanie baby,Massachusetts,5092.67,Q3
Lela Harvey,watermelon,Texas,2349.52,Q3
Rodney Day,beanie baby,New York,4694.63,Q3
Estella Dawson,beanie baby,Texas,3799.78,Q3
Eva Carter,401k,Massachusetts,4085.93,Q3
Antonio Walton,401k,California,158.95,Q3
Samuel Yates,watermelon,New York,4316.21,Q3
Eva Carter,401k,Florida,3460.23,Q3
Isabella Santiago,snake,Florida,2761.00,Q3
Georgie West,homeopathic remedy,Florida,24.41,Q3
Hulda Munoz,homeopathic remedy,California,8844.43,Q3
Chris Atkins,beanie baby,Massachusetts,1674.83,Q3
Abbie Jenkins,beanie baby,New York,3450.27,Q3
Sophia Wilson,401k,California,58.05,Q3
Kenneth Hamilton,homeopathic remedy,Florida,2756.87,Q3
Billy Lucas,snake,Texas,3192.53,Q3
Abbie Jenkins,homeopathic remedy,Massachusetts,161.52,Q3
Josephine Bowen,401k,Massachusetts,723.48,Q3
Lelia Graves,401k,California,125.40,Q3
Jesus Hampton,snake,New York,1042.34,Q3
Emma Holmes,beanie baby,New York,1967.38,Q3
Luis Gilbert,watermelon,Florida,1546.27,Q3
Laura Morrison,401k,Texas,2578.18,Q3
Richard Logan,homeopathic remedy,California,3732.93,Q3
Birdie Carter,snake,California,1791.42,Q3
Jeff Jennings,snake,New York,5378.26,Q3
Viola Watson,401k,Massachusetts,23.89,Q3
Sophia Wilson,watermelon,Texas,582.75,Q3
Iva Holmes,beanie baby,California,5462.07,Q3
Douglas Edwards,watermelon,California,30.13,Q3
Sarah Massey,homeopathic remedy,New York,3076.82,Q3
Rodney Day,snake,Massachusetts,6931.24,Q3
Georgie West,watermelon,Florida,989.40,Q3
Richard Luna,beanie baby,Florida,3626.11,Q3
Josephine Bowen,homeopathic remedy,Texas,2461.65,Q3
Kenneth Hamilton,snake,Massachusetts,363.30,Q3
Ida Ellis,snake,New York,6692.13,Q3
Mamie Roy,snake,Massachusetts,10.53,Q3
Maude Hoffman,401k,New York,8464.80,Q3
Viola Watson,snake,Florida,0.76,Q3
Emily Gardner,401k,Florida,1864.36,Q3
James Green,beanie baby,Massachusetts,4667.68,Q3
Ida Hale,homeopathic remedy,Massachusetts,2331.74,Q3
Jeanette Robertson,snake,Texas,8054.44,Q3
Mae Summers,homeopathic remedy,California,1529.44,Q3
Lela Harvey,homeopathic remedy,Florida,665.41,Q3
Irene Webster,watermelon,New York,9919.43,Q3
Ivan Moore,beanie baby,Florida,854.38,Q3
Amelia Pope,snake,California,1994.09,Q3
Nora Gray,homeopathic remedy,California,402.80,Q3
Nettie Copeland,beanie baby,Texas,1114.44,Q3
Lola Wade,homeopathic remedy,Massachusetts,6465.17,Q3
Eva Carter,watermelon,Massachusetts,7831.84,Q3
Mamie Roy,watermelon,California,9191.34,Q3
Alejandro Castro,homeopathic remedy,New York,5342.84,Q3
Emma Holmes,401k,California,143.58,Q3
Maude Hoffman,401k,California,3199.97,Q3
Theresa Frazier,watermelon,Massachusetts,651.46,Q3
Alice McGuire,401k,California,14.86,Q3
Ida Ellis,watermelon,California,6303.49,Q3
Manuel Boyd,homeopathic remedy,Massachusetts,5645.27,Q3
Caroline Berry,snake,Massachusetts,5642.61,Q3
Sophia Wilson,snake,Massachusetts,8.44,Q3
Mamie Roy,401k,New York,1819.55,Q3
Eleanor Patrick,watermelon,Florida,2138.90,Q3
Gary Griffith,homeopathic remedy,Texas,6279.32,Q3
Irene Webster,watermelon,Massachusetts,9906.40,Q3
Nelle Alexander,homeopathic remedy,California,1340.28,Q3
Angel Reese,homeopathic remedy,Texas,9825.57,Q3
Tillie Bryant,beanie baby,Texas,582.00,Q3
Sally Tucker,401k,Massachusetts,1076.14,Q3
Charlie West,beanie baby,Texas,6851.83,Q3
Jeremiah Norton,401k,California,280.03,Q3
Gertrude Harrington,homeopathic remedy,New York,3649.00,Q3
James Green,401k,Massachusetts,557.28,Q3
Isabelle Mills,watermelon,Florida,1002.15,Q3
Ina Evans,homeopathic remedy,Texas,8160.77,Q3
Annie Perkins,watermelon,California,3589.77,Q3
Ian Miller,snake,New York,5684.92,Q3
Lola Wade,beanie baby,Texas,6206.78,Q3
Jeff Jennings,beanie baby,Texas,8274.74,Q3
Georgie West,401k,Florida,5313.57,Q3
Jeanette Robertson,beanie baby,Texas,0.80,Q3
Eleanor Patrick,homeopathic remedy,Texas,4374.67,Q3
Alejandro Castro,homeopathic remedy,Florida,19.28,Q3
Addie Sutton,snake,California,6877.06,Q3
Angel Reese,watermelon,New York,340.85,Q3
May Webster,homeopathic remedy,California,8644.33,Q3
Lula Thompson,beanie baby,New York,6106.41,Q3
Helen Kelly,snake,Texas,9206.01,Q3
James Green,homeopathic remedy,Massachusetts,1865.90,Q3
Ian Miller,homeopathic remedy,California,1831.94,Q3
Isabella Santiago,snake,Massachusetts,2846.03,Q3
Marguerite Poole,beanie baby,Massachusetts,475.65,Q3
Shane Estrada,401k,Massachusetts,6727.70,Q3
May Webster,snake,New York,3906.30,Q3
Troy Ballard,beanie baby,New York,2659.71,Q3
Douglas Edwards,snake,California,5817.40,Q3
Marc Bell,401k,Florida,2559.56,Q3
Hulda Munoz,401k,California,4868.54,Q3
Samuel Yates,401k,California,7753.61,Q3
May Webster,homeopathic remedy,Texas,9179.68,Q3
Lola Wade,401k,Massachusetts,6945.64,Q3
Eva Carter,beanie baby,Florida,4817.24,Q3
Genevieve Thornton,401k,Florida,8655.38,Q3
Isabelle Mills,homeopathic remedy,Texas,20.73,Q3
Roxie McCormick,401k,Texas,6.62,Q3
Isabella Santiago,homeopathic remedy,Texas,5849.21,Q3
Myrtle Hodges,watermelon,California,9125.85,Q3
Mark Parks,401k,New York,2223.52,Q3
Cody Duncan,snake,Florida,6550.94,Q3
James Green,401k,California,5898.33,Q3
Eva Carter,snake,Massachusetts,6512.18,Q3
Lela Harvey,watermelon,California,695.89,Q3
Nora Gray,401k,Massachusetts,3184.41,Q3
Viola Watson,watermelon,New York,859.14,Q3
Cordelia Washington,beanie baby,Texas,216.35,Q3
Lottie Graham,beanie baby,Texas,1165.85,Q3
Gary Griffith,watermelon,Florida,3807.01,Q3
Roxie McCormick,homeopathic remedy,Florida,2284.47,Q3
Alice McGuire,homeopathic remedy,Massachusetts,2004.53,Q3
Theresa Frazier,homeopathic remedy,Texas,2272.53,Q3
Angel Reese,homeopathic remedy,Florida,4367.32,Q3
Eva Carter,homeopathic remedy,Texas,3313.12,Q3
Ian Miller,beanie baby,New York,3586.69,Q3
Jeremiah Norton,watermelon,Texas,798.27,Q3
Ricky Burgess,homeopathic remedy,Florida,0.17,Q3
Gilbert Horton,homeopathic remedy,Florida,8816.10,Q3
Helen Kelly,snake,California,2395.30,Q3
Nettie Copeland,snake,New York,2032.68,Q3
Elmer McLaughlin,homeopathic remedy,Texas,712.09,Q3
Chris Atkins,watermelon,Massachusetts,5896.64,Q3
Jeanette Robertson,homeopathic remedy,Massachusetts,1726.85,Q3
Maude Hoffman,401k,Florida,9982.57,Q3
Kenneth Hamilton,beanie baby,Texas,4535.84,Q3
Myrtle Hodges,snake,California,292.91,Q3
Tom Massey,snake,Florida,0.11,Q3
Sophia Wilson,homeopathic remedy,California,2695.76,Q3
Myrtle Hodges,401k,New York,88.88,Q3
Troy Ballard,watermelon,Texas,7294.47,Q3
Emily Gardner,401k,California,972.94,Q3
Georgie West,snake,Texas,3.48,Q3
Curtis Cannon,homeopathic remedy,New York,244.06,Q3
Ivan Moore,homeopathic remedy,New York,4.56,Q3
Johnny Wagner,401k,Florida,1622.54,Q3
Iva Holmes,401k,Florida,1869.57,Q3
Helen Kelly,snake,New York,1248.79,Q3
Mary Townsend,watermelon,Massachusetts,171.80,Q3
Henrietta Wood,homeopathic remedy,Massachusetts,756.77,Q3
Rodney Day,401k,Massachusetts,1933.71,Q3
Laura Morrison,snake,California,1420.61,Q3
Gertrude Harrington,watermelon,New York,6845.36,Q3
Eva Carter,beanie baby,Florida,1512.95,Q3
Eleanor Ford,beanie baby,Massachusetts,7507.27,Q3
Samuel Yates,watermelon,Florida,3832.54,Q3
Sally Tucker,beanie baby,Texas,2368.39,Q3
Lela Harvey,snake,Florida,7342.64,Q3
Nora Gray,watermelon,New York,6230.38,Q3
Ivan Moore,beanie baby,Florida,2035.61,Q3
Eva Carter,beanie baby,Massachusetts,38.84,Q3
Iva Holmes,beanie baby,New York,9687.68,Q3
Mamie Roy,watermelon,New York,7769.32,Q3
Jeremiah Norton,snake,Texas,1858.39,Q3
May Webster,homeopathic remedy,Texas,7480.98,Q3
Theresa Frazier,401k,California,2422.31,Q3
Lula Thompson,snake,Texas,1449.19,Q3
Gertrude Harrington,watermelon,Florida,6.71,Q3
Marc Bell,snake,New York,2359.53,Q3
Addie Sutton,homeopathic remedy,Florida,5720.53,Q3
Josephine Bowen,401k,Texas,5353.76,Q3
Isabelle Mills,401k,New York,5252.78,Q3
Eleanor Patrick,watermelon,Florida,3132.90,Q3
Sally Tucker,watermelon,California,928.27,Q3
Nannie Clarke,beanie baby,Florida,337.69,Q3
Mary Townsend,beanie baby,New York,1731.28,Q3
Jeff Jennings,snake,Florida,1197.94,Q3
Jeff Jennings,homeopathic remedy,New York,223.46,Q3
Theresa Frazier,watermelon,New York,2658.54,Q3
Lela Harvey,homeopathic remedy,New York,1062.52,Q3
Gary Griffith,homeopathic remedy,Texas,631.76,Q3
Roxie McCormick,watermelon,Massachusetts,944.37,Q3
Richard Luna,401k,Massachusetts,4613.49,Q3
Lela Harvey,beanie baby,Florida,2294.65,Q3
Sophia Wilson,beanie baby,Texas,328.03,Q3
Charlie West,snake,Texas,5111.22,Q3
Jason Park,homeopathic remedy,Florida,4864.31,Q3
Chris Atkins,beanie baby,Florida,8270.20,Q3
Billy Lucas,snake,California,5311.81,Q3
Henrietta Wood,beanie baby,Texas,2774.20,Q3
Isabella Santiago,beanie baby,Massachusetts,2636.43,Q3
Estelle Zimmerman,401k,Massachusetts,1131.39,Q3
Ida Hale,homeopathic remedy,Florida,1.38,Q3
Josephine Bowen,401k,New York,7927.65,Q3
Emily Gardner,homeopathic remedy,New York,6743.10,Q3
Sophia Wilson,homeopathic remedy,Florida,15.65,Q3
Sophia Stephens,homeopathic remedy,New York,6092.54,Q3
Jeff Jennings,homeopathic remedy,California,6300.84,Q3
Abbie Jenkins,watermelon,New York,890.08,Q3
Josephine Bowen,beanie baby,Florida,6952.25,Q3
Warren Warren,homeopathic remedy,California,3213.20,Q3
Stephen Baker,homeopathic remedy,Massachusetts,7153.36,Q3
Bruce Berry,beanie baby,Massachusetts,444.24,Q3
Lelia Bowen,beanie baby,New York,473.81,Q3
Alejandro Castro,snake,New York,2323.11,Q3
Ian Miller,401k,Massachusetts,7840.05,Q3
Curtis Cannon,snake,Texas,964.54,Q3
Gertrude Harrington,401k,Massachusetts,212.11,Q3
Samuel Yates,watermelon,California,6750.84,Q3
Charlie West,401k,California,3780.43,Q3
James Green,watermelon,New York,4886.93,Q3
Lottie Graham,401k,Massachusetts,5393.85,Q3
Georgie West,401k,Texas,209.85,Q3
Lottie Graham,homeopathic remedy,Florida,7218.40,Q3
Lelia Graves,watermelon,New York,4613.40,Q3
Chris Atkins,homeopathic remedy,Massachusetts,8401.70,Q3
Charlotte Bryan,watermelon,Florida,734.27,Q3
Emily Gardner,beanie baby,Massachusetts,2021.50,Q3
Roxie McCormick,homeopathic remedy,California,7996.83,Q3
Jesus Hampton,401k,Florida,3047.13,Q3
Viola Watson,homeopathic remedy,California,5763.53,Q3
Charlie West,401k,New York,2805.75,Q3
Iva Holmes,401k,Texas,2.25,Q3
Curtis Cannon,beanie baby,Texas,8180.99,Q3
Nora Gray,homeopathic remedy,California,2840.29,Q3
Myrtle Hodges,homeopathic remedy,New York,5537.17,Q3
Cody Duncan,watermelon,Texas,2415.69,Q3
Lula Thompson,401k,Texas,1.05,Q3
Rodney Day,homeopathic remedy,California,7468.99,Q3
Gary Griffith,401k,Texas,9425.04,Q3
Lela Harvey,homeopathic remedy,California,2667.47,Q3
Johnny Wagner,watermelon,Texas,2216.92,Q3
Henrietta Wood,snake,Florida,8837.93,Q3
Viola Watson,watermelon,New York,5910.35,Q3
Mamie Roy,beanie baby,California,1800.49,Q3
Lelia Graves,snake,California,9205.14,Q3
Troy Ballard,401k,New York,6854.05,Q3
Billy Lucas,snake,California,1967.82,Q3
Cody Duncan,snake,Massachusetts,5168.16,Q3
Helen Kelly,beanie baby,Texas,1745.54,Q3
Sally Tucker,beanie baby,Massachusetts,587.30,Q3
Caroline Berry,snake,Massachusetts,9349.91,Q3
Luis Gilbert,401k,Massachusetts,2289.64,Q3
Chris Atkins,watermelon,California,1869.00,Q3
Iva Holmes,beanie baby,Florida,1948.68,Q3
Estelle Zimmerman,snake,Texas,163.38,Q3
Mark Parks,401k,Florida,81.29,Q3
Charlotte Bryan,homeopathic remedy,Texas,4982.72,Q3
Birdie Simmons,homeopathic remedy,California,7276.79,Q3
Georgie West,401k,Massachusetts,6390.55,Q3
Eleanor Patrick,beanie baby,New York,3874.41,Q3
Curtis Cannon,beanie baby,Massachusetts,5880.11,Q3
Lelia Bowen,watermelon,Florida,2737.02,Q3
Lela Harvey,snake,Massachusetts,2653.07,Q3
Winnie Norman,snake,New York,7577.72,Q3
Richard Logan,watermelon,New York,1051.91,Q3
Myrtle Hodges,watermelon,Texas,185.15,Q3
Curtis Cannon,homeopathic remedy,Massachusetts,6975.87,Q3
Curtis Cannon,homeopathic remedy,New York,2313.23,Q3
Manuel Boyd,homeopathic remedy,Florida,135.50,Q3
Hulda Munoz,homeopathic remedy,California,5294.49,Q3
Gary Griffith,401k,Texas,381.84,Q3
Abbie Jenkins,beanie baby,Massachusetts,16.44,Q3
Elmer McLaughlin,snake,New York,1128.00,Q3
Mae Summers,401k,California,4233.54,Q3
Angel Reese,snake,Massachusetts,764.68,Q3
Viola Watson,beanie baby,California,108.86,Q3
Antonio Walton,401k,California,891.55,Q3
Birdie Simmons,watermelon,Massachusetts,1832.78,Q3
Nora Brooks,watermelon,Massachusetts,5959.31,Q3
Hulda Munoz,homeopathic remedy,California,6726.30,Q3
Mary Townsend,homeopathic remedy,Florida,9444.48,Q3
Viola Watson,watermelon,Massachusetts,3260.31,Q3
May Webster,401k,California,153.50,Q3
Nannie Clarke,401k,California,8373.76,Q3
